"Name","Live Bytes","Live Objects"
"com.jme3.renderer.queue.GeometryList","320 B (0%)","10 (0%)"
"java.awt.color.ICC_ColorSpace","320 B (0%)","5 (0%)"
"sun.util.resources.Bundles$BundleReference","320 B (0%)","8 (0%)"
"javax.management.MBeanConstructorInfo[]","312 B (0%)","17 (0%)"
"java.util.regex.Pattern$Node[]","296 B (0%)","12 (0%)"
"java.time.LocalDateTime","288 B (0%)","12 (0%)"
"java.net.StandardSocketOptions$StdSocketOption","288 B (0%)","12 (0%)"
"java.awt.image.DirectColorModel","288 B (0%)","2 (0%)"
"java.util.regex.Pattern$$Lambda$19.0x800000025","288 B (0%)","18 (0%)"
"java.lang.constant.PrimitiveClassDescImpl","288 B (0%)","9 (0%)"
"java.util.HashMap$KeySet","288 B (0%)","18 (0%)"
"java.nio.DirectByteBuffer$Deallocator","288 B (0%)","9 (0%)"
"java.lang.annotation.ElementType","288 B (0%)","12 (0%)"
"java.util.logging.Level$KnownLevel","288 B (0%)","9 (0%)"
"javax.management.MBeanNotificationInfo","288 B (0%)","9 (0%)"
"java.util.logging.Level","288 B (0%)","9 (0%)"
"java.util.regex.Pattern$Slice","288 B (0%)","12 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LLLL","288 B (0%)","6 (0%)"
"java.lang.invoke.LambdaForm$Kind[]","288 B (0%)","1 (0%)"
"java.time.Month","288 B (0%)","12 (0%)"
"com.jme3.material.RenderState$BlendMode","288 B (0%)","12 (0%)"
"com.jme3.texture.Image","288 B (0%)","4 (0%)"
"com.jme3.shader.UniformBinding[]","288 B (0%)","2 (0%)"
"sun.rmi.transport.tcp.TCPEndpoint","280 B (0%)","7 (0%)"
"java.nio.DirectShortBufferU","280 B (0%)","5 (0%)"
"java.nio.HeapByteBuffer","280 B (0%)","5 (0%)"
"sun.util.calendar.ZoneInfo","280 B (0%)","5 (0%)"
"com.jme3.material.MatParamOverride[]","272 B (0%)","17 (0%)"
"java.util.concurrent.locks.ReentrantLock","272 B (0%)","17 (0%)"
"com.jme3.audio.AudioSource[]","272 B (0%)","1 (0%)"
"java.io.ObjectStreamClass$ExceptionInfo","264 B (0%)","11 (0%)"
"com.jme3.material.RenderState$BlendFunc","264 B (0%)","11 (0%)"
"java.security.BasicPermissionCollection","264 B (0%)","11 (0%)"
"java.lang.invoke.MethodHandleImpl$Intrinsic","264 B (0%)","11 (0%)"
"sun.security.util.LazyCodeSourcePermissionCollection","264 B (0%)","11 (0%)"
"com.jme3.scene.Geometry","256 B (0%)","2 (0%)"
"java.util.RegularEnumSet","256 B (0%)","8 (0%)"
"com.jme3.util.ListMap$ListMapEntry[]","256 B (0%)","7 (0%)"
"java.util.Collections$UnmodifiableSet","256 B (0%)","16 (0%)"
"java.lang.invoke.VarForm","256 B (0%)","8 (0%)"
"sun.util.resources.Bundles$CacheKey","256 B (0%)","8 (0%)"
"java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo","256 B (0%)","8 (0%)"
"com.jme3.app.state.ConstantVerifierState$Checker[]","240 B (0%)","2 (0%)"
"java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle","240 B (0%)","6 (0%)"
"org.lwjgl.system.libffi.FFIClosure","240 B (0%)","10 (0%)"
"com.jme3.renderer.Limits[]","240 B (0%)","2 (0%)"
"java.lang.invoke.DirectMethodHandle$Interface","240 B (0%)","6 (0%)"
"java.nio.file.StandardOpenOption","240 B (0%)","10 (0%)"
"com.sun.jmx.remote.util.ClassLogger","240 B (0%)","10 (0%)"
"com.jme3.renderer.Camera","240 B (0%)","2 (0%)"
"java.util.ResourceBundle$BundleReference","240 B (0%)","6 (0%)"
"java.util.stream.StreamOpFlag","240 B (0%)","6 (0%)"
"com.jme3.font.BitmapText","240 B (0%)","2 (0%)"
"java.nio.charset.CoderResult","240 B (0%)","10 (0%)"
"java.lang.invoke.LambdaForm$NamedFunction[]","240 B (0%)","5 (0%)"
"java.lang.constant.MethodTypeDescImpl","240 B (0%)","10 (0%)"
"org.lwjgl.system.libffi.FFICIF","240 B (0%)","10 (0%)"
"java.lang.ref.Finalizer","240 B (0%)","6 (0%)"
"java.util.regex.Pattern$BitClass","224 B (0%)","14 (0%)"
"java.lang.constant.ConstantDesc[]","224 B (0%)","13 (0%)"
"jdk.proxy1.$Proxy20","224 B (0%)","14 (0%)"
"java.rmi.server.UID","224 B (0%)","7 (0%)"
"java.util.ImmutableCollections$MapN","224 B (0%)","7 (0%)"
"com.jme3.util.ListMap","224 B (0%)","7 (0%)"
"java.awt.image.ComponentColorModel","224 B (0%)","2 (0%)"
"sun.util.locale.BaseLocale$Key","224 B (0%)","7 (0%)"
"java.util.regex.Pattern$Curly","224 B (0%)","7 (0%)"
"java.util.Collections$SynchronizedMap","224 B (0%)","7 (0%)"
"com.jme3.shader.Shader","224 B (0%)","4 (0%)"
"java.lang.Thread[]","224 B (0%)","4 (0%)"
"java.time.LocalDate","216 B (0%)","9 (0%)"
"java.util.regex.Pattern$Start","216 B (0%)","9 (0%)"
"com.jme3.scene.VertexBuffer$Format","216 B (0%)","9 (0%)"
"java.util.jar.Manifest","216 B (0%)","9 (0%)"
"sun.util.logging.PlatformLogger$Level","216 B (0%)","9 (0%)"
"sun.rmi.runtime.Log$LoggerLog","216 B (0%)","9 (0%)"
"com.jme3.scene.Mesh$Mode","216 B (0%)","9 (0%)"
"sun.security.provider.NativePRNG$RandomIO","216 B (0%)","3 (0%)"
"com.jme3.scene.Node","208 B (0%)","2 (0%)"
"java.text.NumberFormat$Field","208 B (0%)","13 (0%)"
"java.util.concurrent.atomic.AtomicInteger","208 B (0%)","13 (0%)"
"java.lang.ThreadLocal","208 B (0%)","13 (0%)"
"com.jme3.shader.VarType[]","208 B (0%)","2 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LLL","200 B (0%)","5 (0%)"
"sun.util.locale.provider.LocaleResources$ResourceReference","200 B (0%)","5 (0%)"
"com.jme3.material.RenderState$StencilOperation","192 B (0%)","8 (0%)"
"com.jme3.alloc.util.loader.NativeDynamicLibrary","192 B (0%)","6 (0%)"
"jdk.proxy1.$Proxy11","192 B (0%)","12 (0%)"
"java.security.SecureClassLoader$CodeSourceKey","192 B (0%)","12 (0%)"
"com.jme3.texture.Texture$WrapMode","192 B (0%)","8 (0%)"
"sun.nio.fs.UnixFileKey","192 B (0%)","6 (0%)"
"sun.nio.cs.UTF_8$Encoder","192 B (0%)","4 (0%)"
"java.util.regex.Pattern$BranchConn","192 B (0%)","12 (0%)"
"java.util.TreeMap$EntrySet","192 B (0%)","12 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping","192 B (0%)","6 (0%)"
"com.jme3.material.RenderState$TestFunction","192 B (0%)","8 (0%)"
"java.net.NetPermission","192 B (0%)","8 (0%)"
"java.time.ZoneOffset","192 B (0%)","8 (0%)"
"java.nio.DirectByteBufferR","192 B (0%)","3 (0%)"
"sun.nio.cs.StreamEncoder","192 B (0%)","4 (0%)"
"java.lang.ThreadGroup","192 B (0%)","4 (0%)"
"java.lang.invoke.LambdaForm$BasicType","192 B (0%)","6 (0%)"
"com.jme3.shader.DefineList","192 B (0%)","8 (0%)"
"com.jme3.texture.Texture2D","192 B (0%)","4 (0%)"
"java.util.Collections$SingletonSet","192 B (0%)","12 (0%)"
"java.math.RoundingMode","192 B (0%)","8 (0%)"
"com.jme3.renderer.RenderContext","184 B (0%)","1 (0%)"
"java.util.regex.Pattern$CharPredicate$$Lambda$23.0x80000002d","176 B (0%)","11 (0%)"
"java.util.HashMap$Values","176 B (0%)","11 (0%)"
"com.jme3.scene.VertexBuffer$Type[]","176 B (0%)","1 (0%)"
"com.jme3.scene.shape.Quad","176 B (0%)","2 (0%)"
"java.math.BigInteger[][]","168 B (0%)","1 (0%)"
"java.lang.System$Logger$Level","168 B (0%)","7 (0%)"
"sun.management.counter.Units","168 B (0%)","7 (0%)"
"javax.management.openmbean.OpenMBeanOperationInfoSupport","168 B (0%)","3 (0%)"
"sun.rmi.transport.Target","168 B (0%)","3 (0%)"
"java.net.Inet4Address","168 B (0%)","7 (0%)"
"com.jme3.material.Material","168 B (0%)","3 (0%)"
"java.lang.constant.DirectMethodHandleDesc$Kind[]","160 B (0%)","2 (0%)"
"java.lang.invoke.DirectMethodHandle$Special","160 B (0%)","4 (0%)"
"javax.imageio.spi.SubRegistry","160 B (0%)","5 (0%)"
"sun.util.locale.provider.LocaleProviderAdapter$Type","160 B (0%)","5 (0%)"
"java.lang.ref.WeakReference[]","160 B (0%)","2 (0%)"
"java.lang.invoke.VarHandle$AccessType","160 B (0%)","5 (0%)"
"org.lwjgl.PointerBuffer","160 B (0%)","4 (0%)"
"com.jme3.scene.Mesh","160 B (0%)","2 (0%)"
"java.util.Collections$UnmodifiableMap","160 B (0%)","5 (0%)"
"com.jme3.texture.image.LastTextureState","160 B (0%)","4 (0%)"
"java.lang.invoke.LambdaFormEditor$Transform[]","160 B (0%)","5 (0%)"
"java.lang.invoke.MethodHandles$Lookup","160 B (0%)","5 (0%)"
"java.util.Formatter$Flags","160 B (0%)","10 (0%)"
"javax.management.StandardEmitterMBean","160 B (0%)","5 (0%)"
"com.jme3.asset.TextureKey","160 B (0%)","4 (0%)"
"java.util.logging.Level[]","160 B (0%)","3 (0%)"
"java.lang.invoke.VarHandleInts$FieldInstanceReadWrite","160 B (0%)","4 (0%)"
"java.lang.invoke.MethodHandleImpl$WrappedMember","160 B (0%)","4 (0%)"
"sun.java2d.cmm.ProfileDeferralInfo","160 B (0%)","5 (0%)"
"com.jme3.shader.UniformBindingManager","152 B (0%)","1 (0%)"
"java.lang.ClassValue$Version","144 B (0%)","6 (0%)"
"java.rmi.server.Operation","144 B (0%)","9 (0%)"
"java.lang.invoke.VarHandle$AccessMode[]","144 B (0%)","1 (0%)"
"com.jme3.texture.Texture$MinFilter","144 B (0%)","6 (0%)"
"com.jme3.renderer.queue.RenderQueue$Bucket","144 B (0%)","6 (0%)"
"java.lang.Thread$State","144 B (0%)","6 (0%)"
"java.util.concurrent.ThreadPoolExecutor$Worker","144 B (0%)","3 (0%)"
"com.jme3.material.RenderState$BlendEquationAlpha","144 B (0%)","6 (0%)"
"jdk.internal.perf.PerfCounter","144 B (0%)","6 (0%)"
"java.util.jar.Attributes","144 B (0%)","9 (0%)"
"java.lang.module.ModuleDescriptor$Requires$Modifier","144 B (0%)","6 (0%)"
"com.jme3.shader.Attribute","144 B (0%)","6 (0%)"
"jdk.net.ExtendedSocketOptions$ExtSocketOption","144 B (0%)","6 (0%)"
"com.jme3.material.TechniqueDef$LightMode","144 B (0%)","6 (0%)"
"com.jme3.renderer.opengl.GLRenderer","136 B (0%)","1 (0%)"
"java.time.temporal.ChronoField[]","136 B (0%)","1 (0%)"
"java.util.Vector","128 B (0%)","4 (0%)"
"java.util.stream.FindOps$FindOp","128 B (0%)","4 (0%)"
"com.jme3.system.lwjgl.LwjglDisplay","128 B (0%)","1 (0%)"
"java.time.Month[]","128 B (0%)","2 (0%)"
"java.io.BufferedOutputStream","128 B (0%)","4 (0%)"
"com.jme3.alloc.examples.TestReleaseDirectMemory","128 B (0%)","1 (0%)"
"com.jme3.scene.VertexBuffer[]","128 B (0%)","4 (0%)"
"com.jme3.math.Vector3f[]","128 B (0%)","4 (0%)"
"java.io.DataInputStream","128 B (0%)","4 (0%)"
"com.jme3.material.RenderState$BlendMode[]","128 B (0%)","2 (0%)"
"int[][]","128 B (0%)","3 (0%)"
"jdk.proxy1.$Proxy7","128 B (0%)","8 (0%)"
"jdk.proxy1.$Proxy4","128 B (0%)","8 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping","128 B (0%)","4 (0%)"
"javax.imageio.spi.PartiallyOrderedSet","120 B (0%)","5 (0%)"
"java.util.BitSet","120 B (0%)","5 (0%)"
"jdk.jfr.internal.LogLevel","120 B (0%)","5 (0%)"
"jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer","120 B (0%)","3 (0%)"
"java.util.regex.Pattern$Dollar","120 B (0%)","5 (0%)"
"com.jme3.material.RenderState$BlendEquation","120 B (0%)","5 (0%)"
"sun.rmi.transport.WeakRef","120 B (0%)","3 (0%)"
"java.lang.reflect.ProxyGenerator$ProxyMethod","120 B (0%)","3 (0%)"
"java.lang.String[][]","120 B (0%)","1 (0%)"
"java.util.stream.StreamOpFlag$Type","120 B (0%)","5 (0%)"
"com.jme3.app.StatsView","120 B (0%)","1 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject","120 B (0%)","5 (0%)"
"com.jme3.shader.Shader$ShaderType","120 B (0%)","5 (0%)"
"java.lang.StringBuilder","120 B (0%)","5 (0%)"
"com.jme3.system.Platform$Os","120 B (0%)","5 (0%)"
"java.io.BufferedInputStream","120 B (0%)","3 (0%)"
"com.jme3.asset.AssetKey","120 B (0%)","5 (0%)"
"jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer","120 B (0%)","5 (0%)"
"java.net.Socket","120 B (0%)","3 (0%)"
"com.jme3.renderer.queue.RenderQueue$ShadowMode","120 B (0%)","5 (0%)"
"java.lang.invoke.LambdaForm$BasicType[]","120 B (0%)","3 (0%)"
"java.lang.Float","112 B (0%)","7 (0%)"
"java.nio.DirectIntBufferRU","112 B (0%)","2 (0%)"
"java.time.LocalTime[]","112 B (0%)","1 (0%)"
"java.net.SocketPermission","112 B (0%)","2 (0%)"
"jdk.internal.loader.ClassLoaderValue","112 B (0%)","7 (0%)"
"com.jme3.font.Letters","112 B (0%)","2 (0%)"
"com.jme3.font.StringBlock","112 B (0%)","2 (0%)"
"jdk.jfr.internal.instrument.$Proxy24","112 B (0%)","7 (0%)"
"sun.rmi.transport.tcp.TCPConnection","112 B (0%)","2 (0%)"
"sun.util.logging.PlatformLogger$Level[]","104 B (0%)","2 (0%)"
"com.jme3.input.InputManager","104 B (0%)","1 (0%)"
"jdk.internal.loader.ClassLoaders$AppClassLoader","104 B (0%)","1 (0%)"
"jdk.internal.loader.ClassLoaders$BootClassLoader","104 B (0%)","1 (0%)"
"jdk.internal.loader.ClassLoaders$PlatformClassLoader","104 B (0%)","1 (0%)"
"sun.security.provider.Sun","104 B (0%)","1 (0%)"
"sun.security.jca.ProviderList$1","104 B (0%)","1 (0%)"
"com.jme3.system.Platform[]","104 B (0%)","1 (0%)"
"java.lang.Runtime$Version","96 B (0%)","3 (0%)"
"jdk.jfr.internal.SecuritySupport$SafePath","96 B (0%)","4 (0%)"
"com.jme3.material.RenderState$FaceCullMode","96 B (0%)","4 (0%)"
"com.jme3.input.lwjgl.GlfwMouseInput","96 B (0%)","1 (0%)"
"com.jme3.renderer.queue.TransparentComparator","96 B (0%)","4 (0%)"
"com.jme3.scene.Spatial$CullHint","96 B (0%)","4 (0%)"
"java.awt.Queue","96 B (0%)","4 (0%)"
"java.lang.ThreadLocal$ThreadLocalMap","96 B (0%)","4 (0%)"
"java.lang.StackWalker","96 B (0%)","3 (0%)"
"java.net.Inet6Address$Inet6AddressHolder","96 B (0%)","3 (0%)"
"java.lang.invoke.SimpleMethodHandle","96 B (0%)","3 (0%)"
"java.io.OutputStreamWriter","96 B (0%)","4 (0%)"
"org.lwjgl.system.linux.LinuxLibrary","96 B (0%)","4 (0%)"
"sun.nio.ch.Util$BufferCache","96 B (0%)","4 (0%)"
"java.lang.module.ModuleDescriptor$Modifier","96 B (0%)","4 (0%)"
"javax.management.openmbean.TabularType","96 B (0%)","2 (0%)"
"jdk.internal.logger.BootstrapLogger$LoggingBackend","96 B (0%)","4 (0%)"
"com.jme3.font.LineWrapMode","96 B (0%)","4 (0%)"
"com.jme3.texture.Texture$Type","96 B (0%)","4 (0%)"
"sun.reflect.generics.repository.ClassRepository","96 B (0%)","3 (0%)"
"sun.rmi.transport.tcp.TCPChannel","96 B (0%)","2 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ExclusiveNode","96 B (0%)","3 (0%)"
"java.util.EnumMap$KeySet","96 B (0%)","6 (0%)"
"sun.util.locale.provider.LocaleResources","96 B (0%)","3 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLL","96 B (0%)","2 (0%)"
"com.jme3.system.AppSettings","96 B (0%)","2 (0%)"
"com.sun.management.internal.GarbageCollectorExtImpl","96 B (0%)","2 (0%)"
"com.jme3.renderer.ViewPort","96 B (0%)","2 (0%)"
"com.jme3.renderer.RenderManager","96 B (0%)","1 (0%)"
"sun.rmi.transport.LiveRef","96 B (0%)","3 (0%)"
"com.jme3.audio.ListenerParam","96 B (0%)","4 (0%)"
"org.lwjgl.system.Platform$Architecture","96 B (0%)","4 (0%)"
"sun.util.locale.BaseLocale[]","96 B (0%)","1 (0%)"
"java.lang.System$Logger$Level[]","96 B (0%)","2 (0%)"
"java.util.stream.StreamShape","96 B (0%)","4 (0%)"
"sun.reflect.generics.reflectiveObjects.TypeVariableImpl","96 B (0%)","3 (0%)"
"java.util.regex.Pattern$Qtype","96 B (0%)","4 (0%)"
"com.sun.proxy.jdk.proxy1.$Proxy18","96 B (0%)","6 (0%)"
"java.rmi.server.ObjID","96 B (0%)","4 (0%)"
"com.jme3.material.Technique","96 B (0%)","3 (0%)"
"java.util.regex.Pattern$CharProperty","96 B (0%)","4 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping","96 B (0%)","3 (0%)"
"java.lang.module.ModuleDescriptor$Opens","96 B (0%)","4 (0%)"
"sun.java2d.StateTrackable$State","96 B (0%)","4 (0%)"
"java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc","96 B (0%)","3 (0%)"
"javax.management.MBeanConstructorInfo","96 B (0%)","3 (0%)"
"com.jme3.scene.VertexBuffer$Usage","96 B (0%)","4 (0%)"
"java.lang.ClassValue$Identity","96 B (0%)","6 (0%)"
"java.lang.ThreadLocal$SuppliedThreadLocal","96 B (0%)","4 (0%)"
"java.io.FileInputStream","96 B (0%)","3 (0%)"
"jdk.internal.jimage.ImageReader$SharedImageReader","96 B (0%)","1 (0%)"
"com.jme3.system.JmeContext$Type","96 B (0%)","4 (0%)"
"com.sun.imageio.plugins.gif.GIFImageReaderSpi","88 B (0%)","1 (0%)"
"com.sun.imageio.plugins.bmp.BMPImageWriterSpi","88 B (0%)","1 (0%)"
"com.sun.imageio.plugins.wbmp.WBMPImageReaderSpi","88 B (0%)","1 (0%)"
"com.sun.jmx.remote.util.ClassLoaderWithRepository","88 B (0%)","1 (0%)"
"com.sun.imageio.plugins.tiff.TIFFImageReaderSpi","88 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader","88 B (0%)","1 (0%)"
"com.sun.imageio.plugins.jpeg.JPEGImageWriterSpi","88 B (0%)","1 (0%)"
"com.sun.imageio.plugins.gif.GIFImageWriterSpi","88 B (0%)","1 (0%)"
"java.rmi.server.Operation[]","88 B (0%)","3 (0%)"
"com.sun.imageio.plugins.bmp.BMPImageReaderSpi","88 B (0%)","1 (0%)"
"jdk.jfr.events.ActiveRecordingEvent","88 B (0%)","1 (0%)"
"com.sun.imageio.plugins.jpeg.JPEGImageReaderSpi","88 B (0%)","1 (0%)"
"com.sun.imageio.plugins.png.PNGImageWriterSpi","88 B (0%)","1 (0%)"
"com.sun.imageio.plugins.wbmp.WBMPImageWriterSpi","88 B (0%)","1 (0%)"
"com.sun.imageio.plugins.png.PNGImageReaderSpi","88 B (0%)","1 (0%)"
"sun.reflect.misc.MethodUtil","88 B (0%)","1 (0%)"
"com.sun.imageio.plugins.tiff.TIFFImageWriterSpi","88 B (0%)","1 (0%)"
"com.jme3.audio.openal.ALAudioRenderer","88 B (0%)","1 (0%)"
"com.jme3.math.Plane[]","80 B (0%)","2 (0%)"
"java.lang.OutOfMemoryError[]","80 B (0%)","2 (0%)"
"java.net.InetAddress$CachedAddresses","80 B (0%)","2 (0%)"
"sun.management.MemoryManagerImpl","80 B (0%)","2 (0%)"
"java.util.concurrent.atomic.AtomicBoolean","80 B (0%)","5 (0%)"
"sun.security.jca.ProviderConfig[]","80 B (0%)","2 (0%)"
"java.io.PrintStream","80 B (0%)","2 (0%)"
"java.time.ZoneOffset[]","80 B (0%)","2 (0%)"
"java.util.concurrent.ConcurrentHashMap$ValuesView","80 B (0%)","5 (0%)"
"java.time.temporal.ChronoUnit[]","80 B (0%)","1 (0%)"
"java.lang.module.Configuration","80 B (0%)","2 (0%)"
"java.awt.EventQueue","80 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$ConnectionHandler","80 B (0%)","2 (0%)"
"com.jme3.shader.Shader$ShaderType[]","80 B (0%)","2 (0%)"
"sun.util.cldr.CLDRLocaleProviderAdapter","80 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping","80 B (0%)","2 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper","80 B (0%)","1 (0%)"
"com.jme3.audio.AudioParam[]","80 B (0%)","1 (0%)"
"jdk.jfr.internal.EventWriterMethod[]","80 B (0%)","1 (0%)"
"java.lang.ModuleLayer","80 B (0%)","2 (0%)"
"java.util.Locale$Category","80 B (0%)","2 (0%)"
"java.util.LinkedHashMap$LinkedKeySet","80 B (0%)","5 (0%)"
"sun.util.locale.provider.JRELocaleProviderAdapter","80 B (0%)","1 (0%)"
"com.jme3.math.Triangle","80 B (0%)","2 (0%)"
"java.io.DataOutputStream","80 B (0%)","2 (0%)"
"java.io.BufferedWriter","80 B (0%)","2 (0%)"
"java.util.concurrent.RunnableScheduledFuture[]","80 B (0%)","1 (0%)"
"java.util.regex.Pattern$Loop","80 B (0%)","2 (0%)"
"com.jme3.system.NanoTimer","80 B (0%)","2 (0%)"
"jdk.proxy1.$Proxy8","80 B (0%)","5 (0%)"
"java.util.stream.StreamOpFlag$Type[]","80 B (0%)","2 (0%)"
"jdk.internal.loader.URLClassPath","80 B (0%)","2 (0%)"
"com.jme3.font.BitmapCharacterSet","80 B (0%)","2 (0%)"
"java.net.Inet6Address","72 B (0%)","3 (0%)"
"java.lang.invoke.VarHandle$VarHandleDesc$Kind","72 B (0%)","3 (0%)"
"sun.management.ManagementFactoryHelper$1","72 B (0%)","3 (0%)"
"java.nio.file.AccessMode","72 B (0%)","3 (0%)"
"java.util.concurrent.ConcurrentSkipListMap$Node","72 B (0%)","3 (0%)"
"com.jme3.bounding.BoundingVolume$Type","72 B (0%)","3 (0%)"
"sun.reflect.generics.tree.ClassSignature","72 B (0%)","3 (0%)"
"java.lang.invoke.MethodHandleImpl$ArrayAccess","72 B (0%)","3 (0%)"
"java.lang.annotation.RetentionPolicy","72 B (0%)","3 (0%)"
"com.jme3.material.TechniqueDef$ShadowMode","72 B (0%)","3 (0%)"
"jdk.jfr.internal.LogTag[]","72 B (0%)","1 (0%)"
"java.util.stream.Collector$Characteristics","72 B (0%)","3 (0%)"
"com.jme3.renderer.Camera$FrustumIntersect","72 B (0%)","3 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask","72 B (0%)","1 (0%)"
"java.net.StandardProtocolFamily","72 B (0%)","3 (0%)"
"java.util.concurrent.ConcurrentLinkedQueue$Node","72 B (0%)","3 (0%)"
"java.lang.StackStreamFactory$WalkerState","72 B (0%)","3 (0%)"
"com.jme3.math.Plane$Side","72 B (0%)","3 (0%)"
"com.jme3.renderer.Statistics","72 B (0%)","1 (0%)"
"java.time.Instant","72 B (0%)","3 (0%)"
"com.jme3.app.state.AppState[]","72 B (0%)","3 (0%)"
"com.jme3.font.BitmapFont$VAlign","72 B (0%)","3 (0%)"
"javax.management.openmbean.SimpleType[]","72 B (0%)","1 (0%)"
"jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer","72 B (0%)","3 (0%)"
"java.io.ObjectInputFilter$Status","72 B (0%)","3 (0%)"
"com.jme3.app.state.ConstantVerifierState$ErrorType","72 B (0%)","3 (0%)"
"java.lang.WeakPairMap","72 B (0%)","3 (0%)"
"jdk.internal.misc.Signal","72 B (0%)","3 (0%)"
"java.util.regex.Pattern$StartS","72 B (0%)","3 (0%)"
"com.jme3.app.LostFocusBehavior","72 B (0%)","3 (0%)"
"sun.awt.AppContext$State","72 B (0%)","3 (0%)"
"com.jme3.texture.Texture$WrapAxis","72 B (0%)","3 (0%)"
"java.security.SecurityPermission","72 B (0%)","3 (0%)"
"com.jme3.scene.Spatial$BatchHint","72 B (0%)","3 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor","72 B (0%)","1 (0%)"
"org.lwjgl.Version$BuildType","72 B (0%)","3 (0%)"
"java.lang.StackWalker$Option","72 B (0%)","3 (0%)"
"com.jme3.texture.Texture$ShadowCompareMode","72 B (0%)","3 (0%)"
"java.util.concurrent.ThreadPoolExecutor","72 B (0%)","1 (0%)"
"java.lang.NamedPackage","72 B (0%)","3 (0%)"
"com.jme3.font.BitmapFont$Align","72 B (0%)","3 (0%)"
"java.util.concurrent.ConcurrentHashMap$KeySetView","72 B (0%)","3 (0%)"
"sun.rmi.transport.ObjectEndpoint","72 B (0%)","3 (0%)"
"com.jme3.alloc.examples.TestReleaseDirectMemory$TestAllocator$AllocatorType","72 B (0%)","3 (0%)"
"java.time.LocalDateTime[]","72 B (0%)","2 (0%)"
"sun.security.provider.NativePRNG$Variant","72 B (0%)","3 (0%)"
"sun.reflect.generics.tree.FormalTypeParameter","72 B (0%)","3 (0%)"
"javax.imageio.ImageTypeSpecifier[]","72 B (0%)","1 (0%)"
"com.jme3.alloc.util.loader.NativeVariant","72 B (0%)","3 (0%)"
"java.util.stream.Collector$Characteristics[]","64 B (0%)","2 (0%)"
"java.util.TreeMap$KeySet","64 B (0%)","4 (0%)"
"javax.management.remote.rmi.RMIJRMPServerImpl","64 B (0%)","1 (0%)"
"sun.nio.fs.NativeBuffer[]","64 B (0%)","2 (0%)"
"java.awt.color.ICC_ProfileRGB","64 B (0%)","2 (0%)"
"java.nio.charset.CoderResult[]","64 B (0%)","2 (0%)"
"jdk.proxy1.$Proxy26","64 B (0%)","4 (0%)"
"com.jme3.font.BitmapFont","64 B (0%)","2 (0%)"
"java.lang.annotation.RetentionPolicy[]","64 B (0%)","2 (0%)"
"java.util.regex.Pattern$Begin","64 B (0%)","4 (0%)"
"sun.awt.SoftCache","64 B (0%)","2 (0%)"
"java.security.SecureRandom","64 B (0%)","1 (0%)"
"jdk.internal.module.ServicesCatalog","64 B (0%)","4 (0%)"
"com.jme3.material.plugins.J3MLoader","64 B (0%)","1 (0%)"
"com.jme3.font.ColorTags","64 B (0%)","2 (0%)"
"com.jme3.app.StatsAppState","64 B (0%)","1 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL","64 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIConnectorServer","64 B (0%)","1 (0%)"
"sun.nio.fs.NativeBuffer","64 B (0%)","2 (0%)"
"com.jme3.system.JmeContext$Type[]","64 B (0%)","2 (0%)"
"java.text.DateFormatSymbols","64 B (0%)","1 (0%)"
"java.util.HexFormat","64 B (0%)","2 (0%)"
"com.jme3.renderer.IDList","64 B (0%)","2 (0%)"
"com.jme3.renderer.queue.RenderQueue","64 B (0%)","2 (0%)"
"sun.rmi.server.UnicastServerRef2","64 B (0%)","2 (0%)"
"java.lang.ref.ReferenceQueue$Null","64 B (0%)","2 (0%)"
"java.awt.color.ICC_Profile","64 B (0%)","2 (0%)"
"java.util.logging.LogManager$RootLogger","64 B (0%)","1 (0%)"
"java.util.PropertyPermission","64 B (0%)","2 (0%)"
"sun.rmi.transport.tcp.TCPTransport","64 B (0%)","2 (0%)"
